1	2	3
3	17	1
17	31	1
31	2	1
31	6	2
6	15	2
15	3	2
15	30	3
30	14	3
14	10	3
10	17	3
10	7	17
7	24	17
24	107	17
7	34	24
7	25	34
25	58	34
58	51	34
58	136	51
25	39	58
25	26	39
26	41	39
41	43	39
43	65	39
65	71	39
65	68	71
68	75	71
75	120	71
120	160	71
120	166	160
166	185	160
185	225	160
185	238	225
238	236	225
238	277	236
238	363	277
120	154	166
120	106	154
120	96	106
96	105	106
105	142	106
142	155	106
142	143	155
143	178	155
178	200	155
200	194	155
200	246	194
246	283	194
283	336	194
336	233	194
336	317	233
317	286	233
336	356	317
336	389	356
283	326	336
283	319	326
283	246	319
246	257	319
257	309	319
309	359	319
309	344	359
344	373	359
373	431	359
431	396	359
431	423	396
431	472	423
472	514	423
514	530	423
530	564	423
530	610	564
610	631	564
610	773	631
773	655	631
773	737	655
737	620	655
620	597	655
620	581	597
620	671	581
671	683	581
683	617	581
617	490	581
490	439	581
617	487	490
617	575	487
575	462	487
462	435	487
462	445	435
462	575	445
575	548	445
575	663	548
683	685	617
683	873	685
683	769	873
769	852	873
852	984	873
984	977	873
984	1046	977
1046	1130	977
1130	1014	977
1014	924	977
1014	971	924
971	819	924
971	985	819
971	1014	985
1014	1102	985
1102	1154	985
1154	1002	985
1154	1045	1002
1045	1052	1002
1154	1263	1045
1014	1196	1102
1196	1185	1102
1196	1259	1185
1196	1269	1259
1196	1204	1269
1204	1221	1269
1221	1312	1269
1312	1393	1269
1312	1373	1393
1373	1455	1393
1373	1412	1455
1412	1528	1455
1528	1570	1455
1570	1568	1455
1570	1637	1568
1528	1571	1570
1528	1607	1571
1528	1510	1607
1510	1511	1607
1511	1671	1607
1511	1645	1671
1511	1573	1645
1511	1449	1573
1511	1450	1449
1511	1412	1450
1511	1510	1412
1510	1528	1412
1196	1130	1204
1196	1014	1130
852	903	984
852	825	903
825	850	903
825	794	850
794	737	850
737	773	850
794	769	737
769	671	737
671	620	737
769	683	671
794	825	769
825	852	769
610	771	773
771	922	773
771	814	922
771	789	814
789	831	814
789	765	831
765	804	831
765	766	804
765	609	766
609	674	766
674	763	766
763	796	766
763	676	796
676	849	796
849	846	796
676	657	849
657	729	849
729	788	849
729	702	788
702	810	788
702	700	810
702	661	700
661	582	700
661	596	582
596	527	582
596	557	527
557	501	527
501	449	527
501	434	449
434	399	449
399	403	449
403	428	449
403	411	428
411	508	428
508	513	428
508	533	513
508	586	533
508	496	586
496	590	586
496	536	590
496	464	536
496	411	464
496	508	411
403	357	411
403	337	357
337	275	357
337	292	275
292	271	275
271	218	275
218	245	275
218	173	245
173	198	245
198	252	245
252	263	245
252	221	263
221	216	263
216	293	263
216	279	293
216	202	279
202	255	279
255	281	279
281	350	279
281	305	350
305	355	350
305	316	355
316	328	355
328	425	355
316	274	328
274	306	328
306	384	328
306	380	384
380	478	384
306	312	380
312	340	380
340	419	380
419	447	380
419	485	447
419	420	485
420	440	485
440	476	485
440	405	476
405	426	476
426	470	476
470	573	476
426	414	470
414	400	470
400	480	470
480	498	470
498	542	470
498	561	542
561	642	542
561	641	642
641	746	642
561	611	641
561	593	611
593	659	611
593	684	659
593	656	684
656	719	684
656	780	719
780	751	719
751	844	719
780	853	751
780	886	853
886	1003	853
1003	1007	853
780	758	886
758	812	886
812	905	886
812	876	905
876	954	905
954	967	905
954	1056	967
1056	1072	967
876	932	954
932	981	954
932	920	981
920	1024	981
1024	1094	981
1094	1114	981
1114	1077	981
1024	1037	1094
1037	1161	1094
1161	1203	1094
1037	1005	1161
1005	1112	1161
1005	952	1112
952	1041	1112
1041	1089	1112
1089	1125	1112
1089	1075	1125
1075	1155	1125
1155	1229	1125
1155	1213	1229
1213	1279	1229
1213	1191	1279
1191	1303	1279
1191	1230	1303
1230	1315	1303
1315	1349	1303
1349	1407	1303
1349	1475	1407
1349	1558	1475
1349	1529	1558
1529	1636	1558
1529	1531	1636
1531	1548	1636
1548	1638	1636
1638	1725	1636
1725	1741	1636
1741	1715	1636
1715	1664	1636
1741	1838	1715
1838	1798	1715
1798	1808	1715
1798	1925	1808
1925	1933	1808
1933	1873	1808
1925	2029	1933
1798	1838	1925
1838	1837	1925
1837	1890	1925
1837	2039	1890
1837	1931	2039
1931	2020	2039
1638	1657	1725
1657	1756	1725
1657	1755	1756
1755	1813	1756
1755	1811	1813
1811	1941	1813
1941	1964	1813
1657	1668	1755
1657	1536	1668
1536	1527	1668
1527	1592	1668
1527	1476	1592
1527	1461	1476
1461	1394	1476
1394	1375	1476
1375	1448	1476
1375	1326	1448
1326	1379	1448
1375	1318	1326
1318	1289	1326
1318	1199	1289
1199	1202	1289
1202	1160	1289
1202	1082	1160
1082	1083	1160
1083	1113	1160
1083	1074	1113
1074	1157	1113
1074	1147	1157
1147	1234	1157
1083	1061	1074
1061	1031	1074
1061	970	1031
970	914	1031
914	941	1031
941	1070	1031
941	889	1070
941	828	889
828	847	889
828	787	847
787	725	847
828	770	787
770	754	787
754	658	787
754	731	658
754	757	731
754	770	757
770	861	757
861	815	757
815	836	757
836	826	757
836	879	826
879	817	826
817	772	826
817	806	772
806	755	772
755	678	772
755	687	678
687	638	678
638	578	678
578	580	678
578	534	580
534	602	580
602	658	580
534	524	602
524	535	602
535	600	602
524	482	535
482	457	535
482	455	457
455	377	457
377	421	457
377	416	421
416	512	421
377	383	416
377	360	383
377	311	360
311	290	360
311	219	290
219	242	290
219	206	242
206	265	242
206	182	265
182	278	265
278	332	265
278	302	332
302	322	332
322	339	332
322	321	339
321	343	339
321	298	343
298	335	343
335	486	343
486	443	343
486	509	443
509	504	443
509	662	504
509	621	662
621	735	662
735	690	662
735	776	690
621	752	735
752	795	735
621	664	752
621	604	664
335	408	486
298	262	335
298	217	262
217	234	262
217	175	234
175	220	234
220	264	234
217	180	175
180	84	175
84	119	175
84	67	119
67	118	119
118	191	119
118	276	191
118	103	276
118	53	103
118	67	53
84	66	67
66	37	67
66	55	37
55	50	37
50	38	37
38	22	37
38	46	22
46	18	22
18	21	22
21	53	22
18	11	21
11	40	21
11	8	40
8	9	40
8	4	9
4	19	9
4	12	19
12	20	19
12	16	20
16	47	20
47	62	20
47	127	62
47	104	127
47	31	104
47	6	31
47	16	6
16	15	6
16	5	15
5	13	15
13	28	15
28	30	15
28	36	30
36	32	30
32	14	30
32	29	14
29	26	14
26	10	14
26	7	10
26	25	7
29	33	26
33	41	26
33	57	41
57	69	41
69	63	41
63	43	41
63	65	43
63	64	65
64	68	65
64	70	68
70	75	68
70	73	75
73	96	75
96	120	75
73	94	96
94	105	96
94	133	105
133	149	105
149	148	105
148	142	105
148	143	142
148	146	143
146	178	143
146	148	178
148	173	178
173	214	178
214	200	178
214	257	200
257	246	200
214	218	257
218	271	257
271	292	257
292	309	257
292	344	309
292	352	344
352	373	344
352	399	373
399	434	373
