3.014873e+02,2.440580e+02,2.009962e+01
3.073849e+02,2.447077e+02,1.990448e+01
3.205569e+02,2.458100e+02,2.004462e+01
2.974256e+02,2.477727e+02,2.021390e+01
3.061499e+02,2.485615e+02,1.975690e+01
3.131853e+02,2.495927e+02,1.977098e+01
3.181961e+02,2.505974e+02,1.977628e+01
3.222339e+02,2.516221e+02,1.975412e+01
3.261887e+02,2.526096e+02,1.982224e+01
3.287881e+02,2.542535e+02,2.025944e+01
2.936580e+02,2.559676e+02,1.996244e+01
2.943310e+02,2.567111e+02,1.985376e+01
2.951810e+02,2.575935e+02,1.978370e+01
2.951483e+02,2.585726e+02,1.977026e+01
2.951318e+02,2.595652e+02,1.976206e+01
2.951257e+02,2.605642e+02,1.975856e+01
2.941359e+02,2.615705e+02,1.976210e+01
2.931548e+02,2.625832e+02,1.977598e+01
2.931455e+02,2.635793e+02,1.976890e+01
2.921846e+02,2.646001e+02,1.978780e+01
2.921664e+02,2.655857e+02,1.977986e+01
2.912004e+02,2.666234e+02,1.980156e+01
2.902381e+02,2.676605e+02,1.982286e+01
2.892984e+02,2.687168e+02,1.983546e+01
2.883379e+02,2.697151e+02,1.985432e+01
2.865276e+02,2.710204e+02,1.992618e+01
2.835777e+02,2.718125e+02,2.025080e+01
3.220519e+02,2.723358e+02,2.004974e+01
3.220519e+02,2.723358e+02,2.004974e+01
3.200007e+02,2.735072e+02,1.988710e+01
3.181161e+02,2.745681e+02,1.983964e+01
3.161075e+02,2.756099e+02,1.983566e+01
3.150357e+02,2.765889e+02,1.987204e+01
3.139935e+02,2.775202e+02,1.991514e+01
3.129606e+02,2.791823e+02,2.010654e+01
2.831607e+02,2.806465e+02,1.975804e+01
2.932735e+02,2.817434e+02,1.975486e+01
2.882349e+02,2.837290e+02,1.973370e+01
2.937849e+02,2.853541e+02,1.993116e+01
3.055902e+02,2.408071e+02,2.103082e+01
3.201022e+02,2.418378e+02,2.124186e+01
3.264704e+02,2.429619e+02,2.117512e+01
3.210384e+02,2.442981e+02,2.047678e+01
3.319640e+02,2.475827e+02,2.120954e+01
3.312305e+02,2.496230e+02,2.086414e+01
3.304045e+02,2.528632e+02,2.062300e+01
3.296179e+02,2.560800e+02,2.044138e+01
3.304495e+02,2.589018e+02,2.061998e+01
3.319870e+02,2.615098e+02,2.097162e+01
3.310480e+02,2.645290e+02,2.095036e+01
3.274907e+02,2.679760e+02,2.061990e+01
2.821323e+02,2.704482e+02,2.073532e+01
2.774626e+02,2.739125e+02,2.126228e+01
2.765171e+02,2.778484e+02,2.109372e+01
3.192597e+02,2.788662e+02,2.070496e+01
3.152500e+02,2.808910e+02,2.070474e+01
3.045616e+02,2.831340e+02,2.061142e+01
2.819408e+02,2.846535e+02,2.033076e+01
2.926732e+02,2.873802e+02,2.023030e+01
2.883718e+02,2.890367e+02,2.046434e+01
3.038414e+02,2.380280e+02,2.224858e+01
3.204283e+02,2.396132e+02,2.200458e+01
3.264709e+02,2.399380e+02,2.214816e+01
2.943879e+02,2.417633e+02,2.184436e+01
2.905556e+02,2.438300e+02,2.225562e+01
3.352870e+02,2.456330e+02,2.184528e+01
2.907171e+02,2.490598e+02,2.130548e+01
2.869213e+02,2.511825e+02,2.167918e+01
2.858323e+02,2.541814e+02,2.149160e+01
3.371396e+02,2.575937e+02,2.194620e+01
2.822290e+02,2.614968e+02,2.178138e+01
3.336117e+02,2.650611e+02,2.148004e+01
3.351105e+02,2.673717e+02,2.204324e+01
2.777953e+02,2.713911e+02,2.151996e+01
2.759595e+02,2.762736e+02,2.136130e+01
2.756415e+02,2.800475e+02,2.130442e+01
3.179506e+02,2.835476e+02,2.197136e+01
2.785835e+02,2.860821e+02,2.127100e+01
2.993882e+02,2.880115e+02,2.135690e+01
2.810716e+02,2.905636e+02,2.205914e+01
2.895528e+02,2.932758e+02,2.226216e+01
3.191243e+02,2.358531e+02,2.325000e+01
3.236014e+02,2.368480e+02,2.306044e+01
3.181064e+02,2.374387e+02,2.258704e+01
3.293198e+02,2.385944e+02,2.278992e+01
2.895941e+02,2.406847e+02,2.322630e+01
3.451380e+02,2.418562e+02,2.320532e+01
3.470169e+02,2.436920e+02,2.319554e+01
2.815555e+02,2.479336e+02,2.309380e+01
2.831054e+02,2.484763e+02,2.274210e+01
3.413894e+02,2.507889e+02,2.271542e+01
2.800525e+02,2.534121e+02,2.267604e+01
2.800332e+02,2.561123e+02,2.253224e+01
2.766245e+02,2.609758e+02,2.298316e+01
2.743670e+02,2.660127e+02,2.307380e+01
3.366236e+02,2.679160e+02,2.252668e+01
2.702930e+02,2.730149e+02,2.306040e+01
3.318336e+02,2.754612e+02,2.325040e+01
2.710178e+02,2.794678e+02,2.274628e+01
2.730287e+02,2.834828e+02,2.257556e+01
3.142341e+02,2.865846e+02,2.262960e+01
2.773071e+02,2.904545e+02,2.317392e+01
2.988000e+02,2.925653e+02,2.323014e+01
2.865485e+02,2.951632e+02,2.332060e+01
3.318336e+02,2.330788e+02,2.430328e+01
3.296367e+02,2.338860e+02,2.410026e+01
3.162134e+02,2.344551e+02,2.365956e+01
3.002141e+02,2.352927e+02,2.360452e+01
2.933212e+02,2.365376e+02,2.379636e+01
3.422899e+02,2.375804e+02,2.374546e+01
3.463505e+02,2.396307e+02,2.375068e+01
2.842475e+02,2.425003e+02,2.378616e+01
2.818864e+02,2.462997e+02,2.334570e+01
3.498358e+02,2.492458e+02,2.426390e+01
3.479773e+02,2.534679e+02,2.422786e+01
3.450340e+02,2.566477e+02,2.382300e+01
2.748412e+02,2.610505e+02,2.333914e+01
2.710949e+02,2.645027e+02,2.377534e+01
3.407246e+02,2.682427e+02,2.434952e+01
3.354459e+02,2.719874e+02,2.333002e+01
2.686855e+02,2.770667e+02,2.333372e+01
2.699523e+02,2.818176e+02,2.338484e+01
2.727057e+02,2.858398e+02,2.327430e+01
3.142191e+02,2.885884e+02,2.363896e+01
2.787940e+02,2.918208e+02,2.335020e+01
2.987766e+02,2.945054e+02,2.427954e+01
2.893880e+02,2.971615e+02,2.437992e+01
3.351193e+02,2.298289e+02,2.525308e+01
3.324407e+02,2.306900e+02,2.490870e+01
3.203815e+02,2.315536e+02,2.477448e+01
3.021600e+02,2.324948e+02,2.466770e+01
3.423461e+02,2.326244e+02,2.476786e+01
2.930159e+02,2.352467e+02,2.434360e+01
3.493838e+02,2.366560e+02,2.476206e+01
3.512299e+02,2.396155e+02,2.479500e+01
